Name,Location,Year,Kilometers_Driven,Owner_Type,Mileage,Engine,Power,Seats,Price,Fuel_Type_Diesel,Fuel_Type_Electric,Fuel_Type_Petrol,Transmission_Automatic,Transmission_Manual,Car_Age,Price_Per_Year
Renault Pulse RxL,Hyderabad,2013,71491,First,23.08,1461.0,63.12,5.0,4.95,True,False,False,False,True,13,0.38
Volkswagen Polo 1.2 MPI Highline,Bangalore,2015,46354,Second,16.47,1198.0,74.0,5.0,5.49,False,False,True,False,True,11,0.5
BMW 3 Series 320d Luxury Line,Delhi,2019,87000,First,22.69,1995.0,190.0,5.0,6.67,True,False,False,True,False,7,0.95
Skoda Rapid 1.6 MPI Active,Ahmedabad,2015,20765,First,15.0,1598.0,103.52,5.0,6.25,False,False,True,False,True,11,0.57
Audi Q7 3.0 TDI Quattro Premium Plus,Coimbatore,2014,51076,First,12.07,2967.0,241.4,7.0,34.88,True,False,False,True,False,12,2.91
Maruti Ciaz VDi Plus,Jaipur,2016,84085,First,26.21,1248.0,88.5,5.0,6.9,True,False,False,False,True,10,0.69
Honda City i DTEC VX,Kolkata,2014,55000,First,25.1,1498.0,98.6,5.0,5.99,True,False,False,False,True,12,0.5
Mercedes-Benz E-Class 2009-2013 E350 Petrol,Mumbai,2010,73000,First,10.93,3498.0,272.0,5.0,10.4,False,False,True,True,False,16,0.65
Audi A6 2011-2015 3.0 TDI Quattro Premium Plus,Pune,2012,50001,First,14.57,2967.0,241.38,5.0,29.0,True,False,False,True,False,14,2.07
Mahindra Xylo H4,Coimbatore,2016,93166,Second,14.02,2179.0,118.3,7.0,5.85,True,False,False,False,True,10,0.58
Honda City 1.5 EXI AT,Kochi,2006,99583,Third,12.0,1493.0,100.0,5.0,2.21,False,False,True,True,False,20,0.11
Maruti SX4 ZXI MT BSIV,Mumbai,2010,72000,First,15.5,1586.0,103.3,5.0,2.4,False,False,True,False,True,16,0.15
Toyota Corolla Altis G,Pune,2009,70000,Third,14.53,1798.0,138.1,5.0,3.0,False,False,True,False,True,17,0.18
Volkswagen Vento Petrol Highline AT,Pune,2012,61000,Second,14.4,1598.0,103.6,5.0,3.75,False,False,True,True,False,14,0.27
Hyundai EON Era Plus,Pune,2015,66510,First,21.1,814.0,55.2,5.0,2.95,False,False,True,False,True,11,0.27
Skoda Laura Ambition 2.0 TDI CR MT,Hyderabad,2011,84062,First,20.0,1968.0,108.5,5.0,5.8,True,False,False,False,True,15,0.39
Maruti Swift VDI,Hyderabad,2012,80799,First,22.9,1248.0,74.0,5.0,4.9,True,False,False,False,True,14,0.35
Toyota Corolla Altis 1.8 VL CVT,Kolkata,2018,5000,First,14.28,1798.0,138.03,5.0,16.95,False,False,True,True,False,8,2.12
Toyota Innova 2.5 G (Diesel) 8 Seater,Hyderabad,2013,92000,First,12.99,2494.0,100.0,8.0,12.5,True,False,False,False,True,13,0.96
Tata Tiago Wizz 1.05 Revotorq,Hyderabad,2017,53000,First,27.28,1047.0,69.0,5.0,5.0,True,False,False,False,True,9,0.56
Skoda Rapid 1.6 MPI Ambition,Mumbai,2015,39822,First,15.41,1598.0,103.52,5.0,4.68,False,False,True,False,True,11,0.43
Ford Endeavour 3.2 Titanium AT 4X4,Mumbai,2016,29000,First,10.91,3198.0,197.0,7.0,29.8,True,False,False,True,False,10,2.98
Renault KWID RXL,Kochi,2017,24214,Second,25.17,799.0,53.3,5.0,3.46,False,False,True,False,True,9,0.38
Hyundai i20 1.4 Asta CRDi with AVN,Pune,2012,75000,First,23.0,1396.0,90.0,5.0,4.0,True,False,False,False,True,14,0.29
Skoda Laura Ambiente,Chennai,2012,77216,Second,17.5,1896.0,106.0,5.0,4.5,True,False,False,False,True,14,0.32
Toyota Corolla Altis Diesel D4DG,Kochi,2013,74290,First,21.43,1364.0,87.2,5.0,5.87,True,False,False,False,True,13,0.45
Mahindra Scorpio S8 8 Seater,Delhi,2015,61000,First,15.4,2179.0,120.0,8.0,9.5,True,False,False,False,True,11,0.86
Audi Q5 2.0 TDI Premium Plus,Chennai,2013,44000,First,14.16,1968.0,174.3,5.0,32.5,True,False,False,True,False,13,2.5
Chevrolet Enjoy TCDi LS 8 Seater,Coimbatore,2014,74041,First,18.2,1248.0,73.8,8.0,3.88,True,False,False,False,True,12,0.32
BMW 3 Series 320d,Coimbatore,2013,85846,First,22.69,1995.0,190.0,5.0,13.08,True,False,False,True,False,13,1.01
Nissan Sunny 2011-2014 Diesel XV,Delhi,2012,52000,First,21.64,1461.0,84.8,5.0,3.5,True,False,False,False,True,14,0.25
Honda Accord 2.4 MT,Mumbai,2010,47000,Second,12.8,2354.0,177.6,5.0,3.5,False,False,True,False,True,16,0.22
Hyundai Verna CRDi,Bangalore,2010,72010,First,16.8,1493.0,110.0,5.0,4.45,True,False,False,False,True,16,0.28
Maruti Omni E MPI STD BS IV,Jaipur,2015,15000,First,16.8,796.0,34.2,8.0,2.35,False,False,True,False,True,11,0.21
Honda City i VTEC SV,Kolkata,2015,480000,First,17.4,1497.0,117.3,5.0,5.0,False,False,True,False,True,11,0.45
Audi A7 2011-2015 Sportback,Kolkata,2012,24720,Second,0.0,2967.0,241.4,5.0,28.0,True,False,False,True,False,14,2.0
Ford Fiesta 1.4 ZXi Leather,Chennai,2007,75000,Second,16.6,1388.0,68.0,5.0,2.0,False,False,True,False,True,19,0.11
Hyundai i20 1.4 Asta,Mumbai,2015,57000,First,22.54,1396.0,88.73,5.0,6.35,True,False,False,False,True,11,0.58
Mercedes-Benz E-Class E250 CDI Avantgrade,Kochi,2015,41057,First,13.0,2143.0,201.1,5.0,24.63,True,False,False,True,False,11,2.24
Ford EcoSport 1.5 TDCi Trend Plus,Chennai,2016,20000,First,22.77,1498.0,98.59,5.0,7.9,True,False,False,False,True,10,0.79
Hyundai i20 1.2 Magna,Mumbai,2011,52359,First,18.5,1197.0,80.0,5.0,3.25,False,False,True,False,True,15,0.22
Honda City i VTEC V,Delhi,2016,17000,Second,17.8,1497.0,117.3,5.0,8.25,False,False,True,False,True,10,0.82
Nissan Micra Diesel XV,Kolkata,2011,39002,First,23.08,1461.0,63.1,5.0,2.85,True,False,False,False,True,15,0.19
Ford Figo Diesel EXI,Pune,2010,129986,Second,20.0,1399.0,68.0,5.0,3.2,True,False,False,False,True,16,0.2
Nissan Micra XL,Kolkata,2013,45000,First,18.44,1198.0,75.0,5.0,1.75,False,False,True,False,True,13,0.13
Honda Accord 2.4 MT,Ahmedabad,2009,82002,Second,12.8,2354.0,177.6,5.0,5.75,False,False,True,False,True,17,0.34
Skoda Superb Elegance 1.8 TSI AT,Mumbai,2010,67000,First,13.7,1798.0,157.75,5.0,4.7,False,False,True,True,False,16,0.29
Maruti Omni 8 Seater BSIV,Hyderabad,2017,21260,First,14.0,796.0,35.0,5.0,2.9,False,False,True,False,True,9,0.32
Hyundai i20 Magna Optional 1.4 CRDi,Ahmedabad,2012,55362,First,21.9,1396.0,88.8,5.0,4.25,True,False,False,False,True,14,0.3
Hyundai Creta 1.6 CRDi AT SX Plus,Chennai,2017,13000,First,17.01,1582.0,126.2,5.0,14.5,True,False,False,True,False,9,1.61
Maruti Swift VDI BSIV,Kochi,2016,45725,First,25.2,1248.0,74.0,5.0,5.34,True,False,False,False,True,10,0.53
Maruti Swift LDI BSIV,Jaipur,2014,105000,First,25.2,1248.0,74.0,5.0,3.85,True,False,False,False,True,12,0.32
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Hyderabad,2009,156056,First,12.8,2494.0,102.0,8.0,8.5,True,False,False,False,True,17,0.5
Hyundai Xcent 1.1 CRDi Base,Mumbai,2016,135000,First,24.4,1120.0,71.0,5.0,4.2,True,False,False,False,True,10,0.42
Maruti Ertiga Paseo VDI,Delhi,2016,67000,First,20.77,1248.0,88.7,7.0,6.75,True,False,False,False,True,10,0.68
Ford Endeavour 3.2 Trend AT 4X4,Jaipur,2016,90000,First,10.91,3198.0,197.2,7.0,26.0,True,False,False,True,False,10,2.6
Hyundai i20 1.4 Sportz,Coimbatore,2019,32251,First,22.54,1396.0,88.73,5.0,8.61,True,False,False,False,True,7,1.23
Maruti Zen Estilo LXI BS IV,Mumbai,2009,47000,First,19.0,998.0,67.1,5.0,1.46,False,False,True,False,True,17,0.09
Maruti Ritz VDi,Mumbai,2011,75308,Second,21.1,1248.0,73.9,5.0,2.8,True,False,False,False,True,15,0.19
Honda City 1.5 S MT,Mumbai,2014,58000,First,17.0,1497.0,118.0,5.0,5.47,False,False,True,False,True,12,0.46
Maruti Swift Dzire ZXi,Mumbai,2009,60000,First,17.5,1298.0,85.8,5.0,2.45,False,False,True,False,True,17,0.14
BMW X1 sDrive 20d Sportline,Hyderabad,2014,45000,First,17.05,1995.0,184.0,5.0,21.5,True,False,False,True,False,12,1.79
Tata Manza Aqua Safire,Mumbai,2010,41195,First,15.0,1368.0,90.0,5.0,1.38,False,False,True,False,True,16,0.09
Mahindra XUV500 W10 2WD,Chennai,2016,89000,First,16.0,2179.0,140.0,7.0,13.5,True,False,False,False,True,10,1.35
Hyundai i10 Sportz AT,Bangalore,2009,60510,Second,16.95,1197.0,78.9,5.0,3.1,False,False,True,True,False,17,0.18
Maruti Baleno Sigma 1.2,Mumbai,2016,8500,First,21.4,1197.0,83.1,5.0,5.49,False,False,True,False,True,10,0.55
Maruti Vitara Brezza ZDi Plus Dual Tone,Kochi,2017,35981,First,24.3,1248.0,88.5,5.0,9.51,True,False,False,False,True,9,1.06
Ford Figo Petrol ZXI,Mumbai,2012,23152,First,15.6,1196.0,70.02,5.0,2.39,False,False,True,False,True,14,0.17
Volkswagen Vento Sport 1.2 TSI AT,Mumbai,2014,61529,First,18.19,1197.0,103.5,5.0,5.65,False,False,True,True,False,12,0.47
Mahindra Xylo D2 BS III,Ahmedabad,2010,91596,First,14.95,2489.0,93.7,7.0,1.85,True,False,False,False,True,16,0.12
Porsche Cayenne Base,Kochi,2019,14298,First,13.33,2995.0,340.0,5.0,2.02,False,False,True,True,False,7,0.29
Maruti Swift Dzire VDi,Hyderabad,2013,83327,First,19.3,1248.0,73.9,5.0,5.8,True,False,False,False,True,13,0.45
Volkswagen Polo 1.2 MPI Highline Plus,Hyderabad,2017,22857,First,16.2,1199.0,74.0,5.0,6.9,False,False,True,False,True,9,0.77
Hyundai Verna 1.6 VTVT,Chennai,2013,34620,Second,17.01,1591.0,121.3,5.0,5.35,False,False,True,False,True,13,0.41
Hyundai i10 Era 1.1,Bangalore,2010,56000,First,19.81,1086.0,68.05,5.0,2.85,False,False,True,False,True,16,0.18
Mercedes-Benz E-Class E250 CDI Launch Edition,Chennai,2014,81000,First,13.0,2143.0,204.0,5.0,22.75,True,False,False,True,False,12,1.9
Maruti Zen LXI,Jaipur,1998,95150,Third,17.3,993.0,60.0,5.0,0.45,False,False,True,False,True,28,0.02
Hyundai i10 Sportz,Coimbatore,2013,32776,First,20.36,1197.0,78.9,5.0,4.64,False,False,True,False,True,13,0.36
Honda Amaze S i-Dtech,Coimbatore,2016,51587,First,25.8,1498.0,98.6,5.0,5.27,True,False,False,False,True,10,0.53
Tata Safari Storme VX,Jaipur,2016,36000,First,14.1,2179.0,148.0,7.0,10.0,True,False,False,False,True,10,1.0
Honda Brio 1.2 S MT,Mumbai,2015,22000,First,18.5,1198.0,86.8,5.0,3.95,False,False,True,False,True,11,0.36
Hyundai i20 Asta,Kochi,2010,30754,First,17.0,1197.0,80.0,5.0,3.38,False,False,True,False,True,16,0.21
Volkswagen Jetta 2012-2014 1.4 TSI,Coimbatore,2018,37109,First,14.69,1390.0,120.33,5.0,16.8,False,False,True,False,True,8,2.1
Honda Jazz Select Edition,Kolkata,2010,45000,First,16.7,1198.0,88.8,5.0,1.99,False,False,True,False,True,16,0.12
Hyundai Grand i10 Sportz,Coimbatore,2017,33284,First,18.9,1197.0,82.0,5.0,5.84,False,False,True,False,True,9,0.65
Jaguar XF Diesel,Coimbatore,2016,55115,First,14.74,2993.0,270.9,5.0,36.15,True,False,False,True,False,10,3.62
Jaguar XF 2.2 Litre Luxury,Kolkata,2014,18000,First,16.36,2179.0,187.7,5.0,25.7,True,False,False,True,False,12,2.14
Mahindra XUV500 W8 2WD,Coimbatore,2013,130790,First,16.0,2179.0,140.0,7.0,9.24,True,False,False,False,True,13,0.71
Maruti S Cross DDiS 320 Alpha,Delhi,2015,16607,First,22.7,1598.0,118.0,5.0,7.65,True,False,False,False,True,11,0.7
Audi A4 2.0 TDI 177 Bhp Premium Plus,Coimbatore,2015,32205,First,17.11,1968.0,174.33,5.0,25.31,True,False,False,True,False,11,2.3
Renault Duster 110PS Diesel RxZ,Delhi,2013,67000,First,19.01,1461.0,108.45,5.0,4.75,True,False,False,False,True,13,0.37
Maruti Swift Dzire VXI,Coimbatore,2014,57676,First,19.1,1197.0,85.8,5.0,6.69,False,False,True,False,True,12,0.56
Volkswagen Polo Petrol Trendline 1.2L,Mumbai,2012,41000,First,16.47,1198.0,73.9,5.0,3.1,False,False,True,False,True,14,0.22
Maruti Omni 8 Seater BSII,Jaipur,2012,65000,First,19.7,796.0,35.0,8.0,1.55,False,False,True,False,True,14,0.11
Hyundai Grand i10 1.2 Kappa Magna AT,Coimbatore,2019,12153,First,18.9,1197.0,81.86,5.0,6.84,False,False,True,True,False,7,0.98
Tata Nano Twist XT,Hyderabad,2014,16810,First,25.4,624.0,37.5,4.0,1.6,False,False,True,False,True,12,0.13
Audi A4 30 TFSI Premium Plus,Kochi,2017,61221,First,17.84,1395.0,147.51,5.0,21.73,False,False,True,True,False,9,2.41
Volkswagen Polo 1.2 MPI Highline,Mumbai,2015,22000,First,16.47,1198.0,74.0,5.0,4.75,False,False,True,False,True,11,0.43
Maruti Alto 800 LXI,Chennai,2015,63714,First,22.74,796.0,47.3,5.0,2.45,False,False,True,False,True,11,0.22
Mini Cooper 5 DOOR D,Kochi,2019,14857,First,20.7,1496.0,113.98,5.0,31.55,True,False,False,True,False,7,4.51
Audi A4 New 2.0 TDI Multitronic,Delhi,2012,69000,Second,15.2,1968.0,140.8,5.0,10.25,True,False,False,True,False,14,0.73
Ford Endeavour Titanium 4X2,Coimbatore,2019,14648,First,12.62,2198.0,158.0,7.0,27.36,True,False,False,False,True,7,3.91
Ford Ecosport 1.5 Ti VCT MT Titanium,Hyderabad,2013,100000,Second,15.8,1499.0,110.0,5.0,6.5,False,False,True,False,True,13,0.5
Hyundai Grand i10 Magna,Jaipur,2016,22000,First,18.9,1197.0,82.0,5.0,4.25,False,False,True,False,True,10,0.42
Chevrolet Sail 1.2 LS,Mumbai,2014,10000,First,18.2,1199.0,82.4,5.0,5.5,False,False,True,False,True,12,0.46
Maruti Swift Dzire LXI,Kolkata,2015,107000,First,20.85,1197.0,83.14,5.0,4.0,False,False,True,False,True,11,0.36
Tata Zest Revotron 1.2T XM,Kochi,2017,48198,First,17.57,1193.0,88.7,5.0,4.65,False,False,True,False,True,9,0.52
Mercedes-Benz New C-Class C 220 CDI Avantgarde,Delhi,2015,15000,First,19.27,2143.0,170.0,5.0,28.5,True,False,False,True,False,11,2.59
Chevrolet Cruze LTZ,Coimbatore,2014,80073,First,17.3,1998.0,163.7,5.0,7.11,True,False,False,False,True,12,0.59
Maruti Ritz VDi,Hyderabad,2013,85388,First,21.1,1248.0,73.9,5.0,3.9,True,False,False,False,True,13,0.3
Hyundai Grand i10 1.2 Kappa Sportz Option,Jaipur,2017,14700,First,18.9,1197.0,81.86,5.0,5.6,False,False,True,False,True,9,0.62
Maruti Dzire LDI,Pune,2012,150000,Third,28.4,1248.0,73.75,5.0,2.25,True,False,False,False,True,14,0.16
Hyundai Verna 1.6 SX,Kolkata,2011,34994,First,22.32,1582.0,126.32,5.0,3.9,True,False,False,False,True,15,0.26
Jaguar XF Diesel,Coimbatore,2014,82536,First,14.74,2993.0,270.9,5.0,28.63,True,False,False,True,False,12,2.39
Skoda Superb Elegance 1.8 TSI AT,Delhi,2013,82000,First,13.7,1798.0,157.75,5.0,7.25,False,False,True,True,False,13,0.56
Maruti Wagon R LXI,Pune,2006,52000,Second,18.9,998.0,67.1,5.0,2.0,False,False,True,False,True,20,0.1
Volkswagen Polo Petrol Highline 1.2L,Mumbai,2011,20000,First,16.47,1198.0,73.9,5.0,3.5,False,False,True,False,True,15,0.23
Honda Civic 2010-2013 1.8 S MT,Hyderabad,2011,55000,First,14.8,1799.0,130.2,5.0,5.0,False,False,True,False,True,15,0.33
Maruti Wagon R VXI,Chennai,2014,52000,First,22.5,998.0,67.04,5.0,3.45,False,False,True,False,True,12,0.29
Maruti Swift Dzire VDI,Kolkata,2013,43284,First,23.4,1248.0,74.0,5.0,4.5,True,False,False,False,True,13,0.35
Hyundai Creta 1.6 SX Plus Petrol Automatic,Coimbatore,2018,23875,First,13.0,1591.0,121.3,5.0,14.36,False,False,True,True,False,8,1.8
Hyundai Grand i10 Asta,Bangalore,2016,51866,First,18.9,1197.0,82.0,5.0,5.5,False,False,True,False,True,10,0.55
Nissan Micra Diesel XV Premium,Mumbai,2013,69000,First,23.08,1461.0,63.1,5.0,3.0,True,False,False,False,True,13,0.23
Hyundai Grand i10 1.2 Kappa Asta,Coimbatore,2017,62788,First,18.9,1197.0,81.86,5.0,6.08,False,False,True,False,True,9,0.68
Volkswagen Vento Diesel Highline,Chennai,2013,150000,First,20.54,1598.0,103.6,5.0,5.0,True,False,False,False,True,13,0.38
Toyota Fortuner 4x2 AT,Kochi,2015,47566,First,12.55,2982.0,168.5,7.0,20.25,True,False,False,True,False,11,1.84
Toyota Innova Crysta 2.8 GX AT,Pune,2018,20300,First,11.36,2755.0,171.5,7.0,18.0,True,False,False,True,False,8,2.25
Mercedes-Benz A Class A180 CDI,Pune,2015,48300,First,20.0,2143.0,107.3,5.0,17.5,True,False,False,True,False,11,1.59
Hyundai EON D Lite,Pune,2013,30000,First,21.1,814.0,55.2,5.0,2.1,False,False,True,False,True,13,0.16
Hyundai Elantra CRDi SX,Bangalore,2012,36000,Second,22.7,1582.0,126.24,5.0,7.5,True,False,False,False,True,14,0.54
Mini Cooper 3 DOOR D,Kochi,2015,27641,Second,20.7,1496.0,113.98,4.0,24.77,True,False,False,True,False,11,2.25
Renault Duster 110PS Diesel RXZ Option,Bangalore,2015,60000,First,19.64,1461.0,108.45,5.0,8.65,True,False,False,False,True,11,0.79
Ford Endeavour 3.2 Titanium AT 4X4,Chennai,2019,9000,First,10.91,3198.0,197.0,7.0,35.5,True,False,False,True,False,7,5.07
Toyota Corolla Altis GL MT,Delhi,2014,60750,First,14.28,1798.0,138.03,5.0,10.5,False,False,True,False,True,12,0.88
Mahindra XUV500 W7,Delhi,2018,9000,First,14.0,2179.0,155.0,7.0,13.0,True,False,False,False,True,8,1.62
BMW 7 Series 730Ld Design Pure Excellence CBU,Kolkata,2012,41100,First,16.77,2993.0,261.49,5.0,26.5,True,False,False,True,False,14,1.89
Maruti Wagon R LX BSIII,Ahmedabad,2004,60000,Second,17.3,1061.0,64.0,5.0,1.4,False,False,True,False,True,22,0.06
Honda City i VTEC SV,Kochi,2017,38424,First,17.8,1497.0,117.3,5.0,7.51,False,False,True,False,True,9,0.83
Maruti Swift VDI,Delhi,2014,50000,First,22.9,1248.0,74.0,5.0,4.3,True,False,False,False,True,12,0.36
Honda City i-VTEC CVT VX,Mumbai,2015,19000,First,18.0,1497.0,117.3,5.0,8.95,False,False,True,True,False,11,0.81
Maruti Ertiga VDI,Kochi,2015,58734,First,20.77,1248.0,88.76,7.0,6.91,True,False,False,False,True,11,0.63
Renault Duster 110PS Diesel RxZ,Coimbatore,2016,65257,First,19.01,1461.0,108.45,5.0,9.75,True,False,False,False,True,10,0.98
Maruti Swift Dzire VDi,Jaipur,2010,130000,Second,19.3,1248.0,73.9,5.0,4.0,True,False,False,False,True,16,0.25
Maruti Ritz VDi,Hyderabad,2011,79000,First,23.2,1248.0,73.94,5.0,3.65,True,False,False,False,True,15,0.24
Mahindra XUV500 W8 4WD,Chennai,2013,78000,First,15.1,2179.0,140.0,7.0,10.75,True,False,False,False,True,13,0.83
Honda Brio S MT,Kochi,2015,49133,First,19.4,1198.0,86.8,5.0,4.51,False,False,True,False,True,11,0.41
Mercedes-Benz M-Class ML 350 4Matic,Coimbatore,2016,22769,First,0.0,2987.0,165.0,5.0,49.22,True,False,False,True,False,10,4.92
Tata Manza Club Class Quadrajet90 LS,Coimbatore,2014,54448,First,21.02,1248.0,88.8,5.0,3.7,True,False,False,False,True,12,0.31
Toyota Innova 2.5 V Diesel 7-seater,Hyderabad,2014,158793,First,12.8,2494.0,102.0,7.0,12.99,True,False,False,False,True,12,1.08
Maruti Swift VXI,Delhi,2015,62088,First,18.6,1197.0,85.8,5.0,4.15,False,False,True,False,True,11,0.38
Hyundai Verna 1.6 EX VTVT,Kolkata,2012,14800,First,17.01,1591.0,121.3,5.0,4.4,False,False,True,False,True,14,0.31
Honda Mobilio S i VTEC,Kolkata,2015,26000,First,17.3,1497.0,117.3,7.0,4.25,False,False,True,False,True,11,0.39
Honda Amaze S i-Vtech,Mumbai,2017,32005,First,18.0,1198.0,86.7,5.0,4.25,False,False,True,False,True,9,0.47
Honda City i-VTEC CVT VX,Jaipur,2017,35000,First,18.0,1497.0,117.3,5.0,7.7,False,False,True,True,False,9,0.86
Land Rover Range Rover 2.2L Dynamic,Pune,2015,52000,First,12.7,2179.0,187.7,5.0,39.75,True,False,False,True,False,11,3.61
Honda City i-VTEC V,Mumbai,2017,11000,First,17.4,1497.0,117.3,5.0,8.5,False,False,True,False,True,9,0.94
Mercedes-Benz E-Class 280 Elegance,Jaipur,2008,62000,First,9.5,2997.0,231.1,5.0,7.0,False,False,True,True,False,18,0.39
Ford Ikon 1.3 Flair,Chennai,2002,65134,Third,13.8,1299.0,70.0,5.0,0.8,False,False,True,False,True,24,0.03
Toyota Fortuner 4x2 Manual,Delhi,2013,71000,First,13.0,2982.0,168.5,7.0,15.25,True,False,False,False,True,13,1.17
Maruti A-Star Vxi,Hyderabad,2008,51366,First,19.0,998.0,66.1,5.0,2.25,False,False,True,False,True,18,0.12
Tata Sumo EX,Kolkata,2016,46300,First,14.07,1948.0,83.1,7.0,4.85,True,False,False,False,True,10,0.48
Honda City V AT,Coimbatore,2012,60908,Second,15.6,1497.0,116.3,5.0,6.42,False,False,True,True,False,14,0.46
Nissan Micra XV D,Chennai,2012,93450,Second,23.19,1461.0,63.12,5.0,2.5,True,False,False,False,True,14,0.18
Hyundai Verna SX CRDi AT,Hyderabad,2011,104000,First,19.08,1582.0,126.32,5.0,5.75,True,False,False,True,False,15,0.38
Maruti 800 Std,Pune,2003,52000,First,16.1,796.0,37.0,4.0,0.5,False,False,True,False,True,23,0.02
Mahindra XUV500 W8 4WD,Coimbatore,2015,42999,First,15.1,2179.0,140.0,7.0,11.52,True,False,False,False,True,11,1.05
Maruti SX4 VDI,Delhi,2014,90000,First,21.5,1248.0,88.8,5.0,4.5,True,False,False,False,True,12,0.38
Hyundai i20 Sportz AT 1.4,Bangalore,2013,72000,First,15.0,1396.0,98.6,5.0,4.75,False,False,True,True,False,13,0.37
Hyundai Creta 1.6 CRDi SX,Coimbatore,2019,54321,First,19.67,1582.0,126.2,5.0,13.54,True,False,False,False,True,7,1.93
Mercedes-Benz E-Class E250 CDI Avantgrade,Kochi,2015,59630,First,13.0,2143.0,201.1,5.0,23.41,True,False,False,True,False,11,2.13
Toyota Fortuner 4x2 AT,Hyderabad,2013,116000,Second,12.55,2982.0,168.5,7.0,19.25,True,False,False,True,False,13,1.48
Volvo S60 D4 KINETIC,Ahmedabad,2015,34000,First,9.0,1984.0,181.0,5.0,20.0,True,False,False,True,False,11,1.82
Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde,Delhi,2011,70000,First,14.21,2143.0,203.0,5.0,13.0,True,False,False,True,False,15,0.87
Honda Accord 2.4 Elegance M/T,Chennai,2010,80000,First,10.2,2354.0,180.0,5.0,3.99,False,False,True,False,True,16,0.25
Honda Amaze S i-Dtech,Pune,2015,110000,First,25.8,1498.0,98.6,5.0,4.65,True,False,False,False,True,11,0.42
Maruti Dzire ZDI,Ahmedabad,2013,56454,First,28.4,1248.0,73.75,5.0,4.65,True,False,False,False,True,13,0.36
Maruti Swift LXI,Kolkata,2013,60000,First,18.6,1197.0,85.8,5.0,3.15,False,False,True,False,True,13,0.24
Toyota Corolla Altis G HV AT,Delhi,2013,56000,First,14.53,1798.0,138.1,5.0,8.25,False,False,True,True,False,13,0.63
Land Rover Range Rover Vogue SE 4.4 SDV8,Bangalore,2012,63000,Second,11.49,4367.0,335.3,5.0,65.0,True,False,False,True,False,14,4.64
Maruti Swift VDI,Chennai,2012,63000,First,22.9,1248.0,74.0,5.0,4.5,True,False,False,False,True,14,0.32
Jeep Compass 2.0 Limited Option 4X4,Kolkata,2017,15050,First,16.3,1956.0,170.0,5.0,17.5,True,False,False,False,True,9,1.94
Maruti Swift VXI BSIV,Mumbai,2016,29401,First,20.4,1197.0,81.8,5.0,4.31,False,False,True,False,True,10,0.43
Honda Jazz 1.2 SV i VTEC,Kochi,2016,25238,First,18.7,1199.0,88.7,5.0,6.2,False,False,True,False,True,10,0.62
Volkswagen Polo Petrol Trendline 1.2L,Kochi,2011,58752,First,16.47,1198.0,73.9,5.0,3.32,False,False,True,False,True,15,0.22
Honda Civic 2006-2010 1.8 V AT,Delhi,2011,62000,First,12.9,1799.0,130.0,5.0,3.75,False,False,True,True,False,15,0.25
Toyota Etios G SP,Bangalore,2013,132000,First,16.78,1496.0,88.73,5.0,4.7,False,False,True,False,True,13,0.36
Hyundai Verna 1.6 SX VTVT,Chennai,2016,51000,First,17.01,1591.0,121.3,5.0,6.5,False,False,True,False,True,10,0.65
Toyota Innova 2.5 G4 Diesel 8-seater,Hyderabad,2009,185200,First,12.8,2494.0,102.0,8.0,7.25,True,False,False,False,True,17,0.43
Maruti SX4 S Cross DDiS 320 Zeta,Coimbatore,2016,61717,First,22.7,1598.0,118.0,5.0,8.94,True,False,False,False,True,10,0.89
Ford Freestyle Titanium Plus Petrol,Kolkata,2018,8896,First,19.0,1194.0,94.68,5.0,7.34,False,False,True,False,True,8,0.92
Maruti Baleno Alpha 1.2,Delhi,2016,17000,First,21.4,1197.0,83.1,5.0,6.9,False,False,True,False,True,10,0.69
Honda Jazz V,Mumbai,2016,31378,First,18.2,1199.0,88.7,5.0,5.9,False,False,True,False,True,10,0.59
Hyundai Verna 1.6 CRDi EX AT,Pune,2013,114000,First,22.32,1582.0,126.3,5.0,6.75,True,False,False,True,False,13,0.52
Honda Amaze VX i-DTEC,Ahmedabad,2014,81000,First,25.8,1498.0,98.6,5.0,4.1,True,False,False,False,True,12,0.34
Audi Q3 30 TDI Premium FWD,Mumbai,2017,31000,First,18.51,1968.0,147.51,5.0,27.0,True,False,False,True,False,9,3.0
Skoda Rapid 2013-2016 1.6 MPI Ambition,Mumbai,2014,35000,First,15.0,1598.0,103.52,5.0,4.5,False,False,True,False,True,12,0.38
Audi A4 2.0 TDI 177 Bhp Premium Plus,Kolkata,2013,60001,First,17.11,1968.0,174.33,5.0,14.5,True,False,False,True,False,13,1.12
Maruti Swift Dzire VDI,Jaipur,2014,75074,First,23.4,1248.0,74.0,5.0,5.25,True,False,False,False,True,12,0.44
Tata Indica Vista Quadrajet LS,Kolkata,2012,80000,Second,22.3,1248.0,74.0,5.0,1.2,True,False,False,False,True,14,0.09
Toyota Innova 2.5 G (Diesel) 8 Seater,Jaipur,2006,147350,Second,12.99,2494.0,100.6,8.0,4.95,True,False,False,False,True,20,0.25
Renault Duster 110PS Diesel RxZ Plus,Hyderabad,2013,60000,First,19.64,1461.0,108.45,5.0,7.5,True,False,False,False,True,13,0.58
